TUSC2_Not_Expressed,TUSC2_Expressed
0.34364844545763207,0.45612843769704614
0.6595042925740893,0.536571761167968
0.4472280157151865,0.5572828248532763
0.3786438376097395,0.7265848571567153
0.3489110927875055,0.43262841344521513
0.6523014987631566,0.4117960906048407
0.5488431876606684,0.4591841684047146
0.5119076490275015,0.44390551486637236
0.6015181646214288,0.4909540670320609
0.601324149973323,0.504122811272251
0.6191734975990686,0.5167580152301499
0.6778386768200999,0.5246156084784401
0.6242906339428627,0.6550177038366396
0.4298879565407188,0.43752728330988994
0.4848668574477373,0.5046320997235292
0.5832080322064316,0.37532133676092544
0.6217926953484988,0.4086433525731193
0.47021875151573955,0.5223844400252219
0.3896784207207645,0.5224329436872485
0.5404278022990734,0.5342435853906969
0.5113498569141971,0.5035407673279333
0.5568220400640248,0.6840713973905029
0.42389775428044824,0.6055439685696269
0.6047194063151768,0.7070378813600428
0.43078527428820873,0.5904108260173644
0.4784158703982151,0.4354416258427511
0.5404520541300867,0.5254886743949168
0.40425377115972255,0.6143231313964205
0.4357811514769365,0.4598632196730853
0.42823883203181845,0.5305815589076974
0.4880923509724984,0.5474123296308872
0.5331037493330747,0.4214968230101373
0.5023039239462579,0.44371150021826644
0.480113498569142,0.5747683950138235
0.6402725905805887,0.508027356065383
0.512853470437018,0.5277440946791483
0.4709705582771499,0.6112431488577388
0.6528835427074745,0.4562011931900858
0.8957413784740746,0.5613328806324877
0.3263326381141776,0.49558616675559003
0.5710821166998107,0.603749333074647
0.5364505020129019,0.4977445797157686
0.7242809332104575,0.4278508027356066
0.5787699471310083,0.39583838579812775
0.689988844157734,0.6495367900276471
0.5942668671484698,0.5807585972740942
0.738613765339283,0.4259591599165737
0.741717999708978,0.5653101809186594
0.5532812727360915,0.5864335257311928
0.41848959596449525,0.46003298249017804
0.5813891448804385,0.41329970412766165
0.4242857835766601,0.6208953776010089
0.6171363437939563,0.6778144249890866
0.48561866420914784,0.32596886064897906
0.4555221419217151,0.4700004850366203
0.6226172576029491,0.407818790318669
0.3761216471843624,0.5758597274094194
0.5318911577824126,0.4545520686811855
0.5139690546636271,0.36426250181888736
0.4189746325847602,0.5092884512780715
0.39736625115196195,0.30149876315661833
0.5805160789639617,0.5438230586409274
0.5068632681767473,0.41378474074792654
0.4736140078575933,0.419459669205025
0.5454236794878012,0.558762186545084
0.5459814716011058,0.30644613668331966
0.6370956007178541,0.5669350535965464
0.47720327884755304,0.7201823737692196
0.535577436096425,0.4570742591065626
0.458723383615463,0.46393752728330984
0.48168986758500254,0.7530921084541882
0.5997962846194886,0.6669011010331278
0.35473153223068343,0.5774603482562933
0.581243633894359,0.43476257457438033
0.5986807003928796,0.43076102245719555
0.5643401076781297,0.42241839258864045
0.30911383809477616,0.5583984090798855
0.490056749284571,0.575229179803075
0.559950526264733,0.7140709123538828
0.5037105301450259,0.48137459378183056
0.5122956783237135,0.506329727894456
0.46265218023960814,0.5117136343793957
0.39237037396323426,0.6288984818353786
0.45370325459572197,0.33043119755541545
0.610176068293156,0.3129698792258816
0.4726439346170636,0.46163360333705206
0.46728427996313726,0.3360818741815007
0.5941456079934034,0.5225542028423147
0.4965319881651066,0.6898918368336808
0.5617694135907262,0.41346946694475434
0.3784255711306204,0.6546539263714409
0.6717999708978029,0.7034728622010962
0.5597080079546005,0.626230780423922
0.5377601008876169,0.3898724353688704
0.3293641169908328,0.5801765533297765
0.5587136828830576,0.47601493912790416
0.6426250181888732,0.6225445021099094
0.6107823640684871,0.44451181064170353
0.47133433574234856,0.5355289324343988
0.4681088422175875,0.4569287481204831
0.346752679827327,0.37852257845467335
0.6152204491439103,0.6374836300140662
0.4612698258718532,0.41240238638017174
0.47633021293107636,0.2927196003298249
0.5485279138574961,0.556749284570985
0.6236600863365183,0.49655623999611975
0.510137265363535,0.35063297278944555
0.5105010428287337,0.5667167871174273
0.547703351603046,0.5169035262162295
0.6179124023863801,0.5405490614541398
0.34544308095261195,0.35283988941165056
0.587573361788815,0.6578794198962021
0.6180336615414465,0.4336954940097978
0.7156472813697434,0.680967163020808
0.6558422660910898,0.4072852500363777
0.3975117621380414,0.5023766794392978
0.5724887228985788,0.4767424940583014
0.5567007809089585,0.5730707668428966
0.4953921521074842,0.3881505553669302
0.6797545714701458,0.37881360042683226
0.5488189358296551,0.34585536207983697
0.6991317844497258,0.3161711209196295
0.7631081146626569,0.4072852500363777
