TUSC2_Expressed,TUSC2_Not_Expressed
0.4330940910431618,0.31671746468718237
0.3718415101759903,0.35656933110477496
0.390128797561695,0.2556942942352439
0.5623177006521809,0.4084160849473994
0.20368367581031033,0.4316848556353029
0.5340674466620783,0.37567594140202526
0.506570969750598,0.46157375544849727
0.4490872742765377,0.2715563858027725
0.4063841641267655,0.5530757382099432
0.20217612165306587,0.45846032838462286
0.5081440697407661,0.3370038999770589
0.4059253432962999,0.42952184314882175
0.37098941434798277,0.337364402058139
0.2501228984367318,0.2616261921148362
0.39409432045357706,0.4288663848195851
0.24346999639497915,0.35761806443155364
0.26759086291089035,0.489987874020909
0.31130993347097946,0.21754661947366694
0.5961065775243339,0.4508897846819387
0.4259495952544816,0.3917674433847867
0.24727165470455212,0.47812407826172443
0.2581194900534198,0.21053321535083402
0.18034935928948312,0.3925212204634089
0.4662275095860779,0.43207813063284495
0.40871104119555596,0.3584701602595614
0.24992626093796078,0.33870809163307436
0.39871530167469593,0.414872349490381
0.310621702225281,0.4490872742765377
0.4254907744240159,0.3784288663848195
0.34578704158883095,0.40936649952479254
0.40664634745846023,0.27650509618850977
0.5895847671484284,0.5575656277652148
0.2934159210828171,0.3986497558417723
0.41126732867957916,0.4475141742863696
0.30557467309015823,0.4100219578540293
0.3246812833874085,0.4935928948317109
0.48074591157867114,0.28541932946612913
0.16789565103398546,0.35758529151509183
0.3535214498738241,0.2966932127290007
0.3258283354635728,0.2725068003801657
0.43882935142398305,0.3338904729131844
0.260479140038672,0.3278930292006685
0.4978861468882115,0.4780585324288008
0.43273358896208175,0.438436076426441
0.2870252023727591,0.447841903450988
0.36964572477304736,0.36558188313177986
0.30321502310490606,0.6692557270671516
0.3154720938616326,0.5243666633893749
0.5698226985219412,0.5421623570281519
0.41520007865499936,0.4630485366892799
0.40992363910464386,0.41503621407269015
0.3289417625274473,0.4452200701340411
0.2453708255497656,0.4113656474289646
0.30095369186903936,0.5628092943991084
0.28253531281748756,0.3343165208271883
0.4061875266279945,0.30190410644643256
0.3664339789597875,0.3940615475371152
