Mixture,B_cells_Memory,B_cells_Naive,CAFs,Cancer_Epithelial,DCs,Endothelial,Macrophage,Monocyte,Myeloid_Cycling,NKT_cells,NK_Bright,NK_Cytotoxic,Normal_Epithelial,PVL,Plasmablasts,T_cells_CD4+,T_cells_CD8+,T_cells_Cycling,P-value,Correlation,RMSE,Absolute score (sig.score)
6db579c1-ef18-42a1-9921-d0456b90ff6f,0,0,0.244192409241112,1.17059181406164,0.028200330823038,0.0645317745261768,0.00434591555280631,0,0.300867581760409,0,0.017382492142156,0.0242849522307586,0,0,0.0547097456491088,0.0350690670529968,0,0,0,0.64056080552628,0.789744048433842,1.94417608304021
69d12077-db51-4a74-a090-9b26e0368ee8,0.161037180490346,0.065969036059694,0.447469476916875,0.624154028407822,0,0.0464087800826926,0,0,0.644928716522085,0,0,0.0883713214950103,0.15717705132634,0.0230518882274334,0,0.0748272940816146,0,0.238364484294953,0,0.795955559686351,0.664864008325011,2.57175925790487
93f8d395-2512-41fc-992e-236b706dd281,0.0202352300950617,0,0.399254098341053,1.29650396185672,0,0.0305656977381148,0.141880938731679,0,0.370720466778845,0,0.03327710635901,0.0412257991302598,0,0.00743107838810827,0,0.0171820757896481,0,0,0,0.771057314256832,0.693839108939079,2.3582764532085
c07a2fe2-d51d-4fd6-a36e-9f04fc3b6c05,0,0,0.119033913891693,0.949751824480999,0,0.00942657856435449,0,0.0598045360448948,0.948183009475525,0.0528347556603199,0.0143504948306581,0,0.00655241119356704,0,0.00563343530862609,0.0511792430110969,0,0.171796323532189,0,0.595993783447056,0.804861662553161,2.38854652599392
f7efa9c4-e7e2-406a-98e5-596f787c810e,0.0358215018864634,0,0.754401067946703,0.837076411235524,0,0,0.157205594156448,0,0.6509318253488,0,0.00993054756504825,0.0925296464166122,0.0368611578133366,0,0,0.067158368060715,0.00193474620906106,0,0,0.841595319085294,0.598594849877094,2.64385086663871
32fdc0ce-d263-4622-8f8c-3df009bf2535,0.0309077821047064,0,1.14405151284116,0.56044839653082,0,0.0171941619216103,0,0.00159075451968502,0.950545241383026,0.011538545996661,0,0.0116688969829746,0.0273230769161955,0,0,0.0235234982531152,0.0141855779277637,0,0,0.706554133753072,0.708914896661029,2.79297744537772
853013f2-fee7-4489-a2a2-fa36112a1c73,0,0,0.0725933725951211,1.15635641147799,0.0421875285488393,0.0340482770655219,0.00414198798392658,0,0.303415081421418,0,0.0157975989943378,0.0271730633718009,0,0.0337560431728588,0.00980925449017525,0,0.000171686731510704,0.0235870025884685,0,0.46919595085866,0.883122103225796,1.72303730844197
daff3e2d-69ea-4c1d-bbad-8f6cca9bdc1f,0.0751980019815298,0.031866372568482,0.0512249034010171,0.723586533724157,0.17951707504516,0.0369677073465217,0.117734251613705,0,0.333158598362555,0.0160608597887706,0,0.0782948579487529,0,0.00696915317580765,0.0365398836609787,0,0,0.165204655495182,0,0.805928868713197,0.629373093693303,1.85232285411262
33527fe8-7215-45bd-8520-b290995b839d,0.0174928556823982,0,0.128159138962242,1.42369027919879,0,0.014531687194888,0,0,0.32402187416441,0,0.0113803681543001,0.00511664096993793,0,0.00277923766726988,0,0,0,0.031440717016171,0,0.589807574734479,0.818551322225986,1.95861279901041
ecf14d2a-e353-4674-9b3f-f0d11bcc9900,0.121282527753834,0.0239618588211861,0.731179592428403,0.99349933965048,0.0956186426035664,0.10785740489168,0.199739907063911,0.0248605393727455,0.163766681221604,0,0.00333218343076789,0.113937934320379,0.0481008438975741,0,0,0.0209184129388417,0,0.00560558393595784,0,0.709694014978622,0.718905676088638,2.65366145233093
fb49b14e-d40f-4270-98b3-458ce60f2cde,0.11576901031502,0.00946992063213014,0.339633158750401,1.20195493953131,0.0552623144834047,0.0387173012535097,0.0716830925542846,0,0.117531284418758,0,0,0.0226972491698798,0.131668514489259,0,0,0,0,0.0959959718026008,0,0.867399167091161,0.628040521243787,2.20038275740056
cff71f50-9056-40dd-b358-0de3e079cad0,0.0306339014302682,0,0.614180173553387,1.55404336495278,0,0.16564347404647,0.112351020784056,0,0.197485076679365,0,0.00631824390027746,0.0374348395502209,0.148562504053949,0,0,0.0467981529830756,0,0,0,0.755216036590486,0.703031123898584,2.91345075193384
9ae5c03c-326d-4492-9cc3-4ba17beb09ad,0.0590746410997263,0,0.215638358879217,0.952855732416641,0,0.00604565724431674,0,0,0.50136089292185,0.00234295129751645,0,0.00669427832059343,0.0691016472842843,0.00132404564206291,0,0.000943113572434483,0,0.0238091073891539,0,0.665105056038739,0.765024373812568,1.8391904260678
13d6ae6d-1662-4e0a-a10b-a733efc216b2,0.0193473070060472,0,0.780241814930198,1.34059718598021,0,0.0276189555701887,0.0550530312614995,0,0.334595079680854,0,0.0185946473396043,0.0111743565951469,0,0,0,0.0524454319557185,0,0,0,0.767486503704527,0.680596224961663,2.63966781031946
3fd9c506-ed43-45db-bff4-6e968ac19564,0,0.0326173815561056,0.348719740870897,1.48889713609128,0,0.00667516358926928,0,0,0.326963661767145,0.0292334175425637,0.0168665696347284,0,0,0,0,0,0,0.0393005234013136,0,0.698714334806475,0.752272975247568,2.2892735944533
7135f14b-e84f-4ebf-8d95-b2a3c843fd4d,0.0188833867153345,0,0.160337848882669,1.5197576679338,0,0.0326557056606264,0,0,0.287676433673439,0,0.011721996812999,0,0.0671071315876781,0,0,0.0216181895453782,0,0.00483617525781284,0,0.820927150043473,0.674418956186837,2.12459453606974
eb688a21-10b9-43c3-88d3-2e9a8d30b42b,0,0.00716209459847033,0.0769207349969458,1.41301789239203,0.0453643062882831,0.054009355712417,0.065170499981326,0,0.203786200092985,0,0,0.0487568605416857,0.365999330256028,0,0.00262385823138466,0.0368120438024554,0.011214802468177,0,0,0.868821464082991,0.625263576051008,2.33083797936218
a20bcc86-fe98-42a9-93ad-9027181dad5f,0.0467905075488527,0.0124330593538735,0.185522666171685,0.87229302991398,0.150634012539092,0.0401308504858556,0.259095959363253,0,0.0939090148334172,0,0.0302329577179914,0.0680414539098224,0.0142466061288422,0,0.0243796957357833,0.02262745962252,0,0.0983993235044075,0,0.897723725567927,0.561490307963781,1.91873659682938
c32e3393-3a51-4d72-aa60-e8e6e8c083f0,0.0285470330999605,0,0.572471469741971,1.10769125599102,0.056443727578672,0.0847704172827074,0.157984648397224,0,0.221729875528277,0,0,0.0867441928566397,0.252462779294332,0,0.00369093596970926,0.0202271824655017,0.0143984140053167,0,0,0.853256426701948,0.615462760710216,2.60716193221133
50108c12-718c-48fc-8f76-23ce0c13e2e6,0,0.0208505754677136,0.21033118800342,1.17509810418507,0,0.0330996745314076,0.0814414669334074,0,1.01233401545936,0,0,0.0638026295332973,0.0498037457772471,0,0,0.0716012467892281,0,0.0645545550284945,0,0.256655004433771,1.00782185408787,2.78291720170864
4ab26a32-f816-4aee-9130-12a0b3604db0,0,0.0298193232201656,0.0814571326314577,1.19489885248544,0.0630216367530511,0.00680507771523513,0.0872488768581977,0,0.243233275415239,0,0.0133669108582561,0.0527422768968631,0,0,0,0.00461874381724478,0,0.035572323111311,0,0.632356169651113,0.78984682608148,1.81278442976246
7830107d-bc45-4391-b95c-787a246cf059,0.15951637146228,0.0309783321052858,0.79732931257743,0.66537204643363,0.121399840705424,0.102258412533644,0.428893818821771,0,0.182689361521333,0,0.0198075535185648,0.16931491590028,0,0,0.0018735376012302,0.0550758265867299,0,0.133699664631221,0,0.86126913036203,0.559382644525463,2.86820899439883
947967e5-9255-49e1-886b-3dd81909a9da,0.00435456555919112,0,0.189766857571533,1.60292604008166,0,0.00895771781696831,0,0,0.289510361104943,0,0.00792392426983322,0.00152751200796208,0,0.0198082850282507,0.0167812748781113,0,0,0.00396735726130905,0,0.485043963314462,0.874737770619399,2.14552389557976
207b5c1c-3710-47bd-be2c-e1307631b28f,0,0.00786700695269489,0.136814248755412,1.60650087518904,0,0.0208958336477821,0,0,0.208578669556093,0.000601407757164994,0.0142779152657297,0,0,0.00711327081958,0,0.0108601764542924,0,0.029200160282441,0,0.532516965945201,0.8497986438538,2.04270956468023
16bd1ebb-5bf9-4839-99bd-5a4d3dcad7b8,0,0.028679904407504,0.580704934069681,0.707353897404993,0,0.0362636167030965,0.105095625717592,0,0.620317847538296,0,0.012219007149147,0.0618010005008477,0,0.0234587221744317,0,0.0998824109173845,0,0,0,0.801864056398696,0.641195748137797,2.27577696658297
ac175796-57dc-4de1-b6a2-eb71416e4c47,0.0391947905402685,0.0459294353715455,0.468970225778267,1.26814120749032,0.147589263323669,0.0812125780193584,0.0662811031556156,0,0.168628461560234,0,0,0.0140811595626363,0,0,0,0,0,0.0118067191955645,0,0.736905799317688,0.709620775485608,2.31183494399747
021d9e06-9d27-400c-8776-08e89c817b46,0.0952931206057557,0,0.471412189677955,0.809185591930317,0.072667641502279,0.0411675668663571,0.275525013271704,0,0.192854306844213,0,0,0.0915761428194744,0,0,0.00710269809191131,0.0799452915113299,0,0.0766647753820678,0,0.613692817192856,0.7915989717071,2.21339433850336
5e36c4a2-fc6b-418f-80ab-dbd95b26a39e,0.0352494475286794,0,0.482325725465238,1.31418447886735,0.013755683452884,0.0940890192791585,0.0276233225609898,0,0.221269101152146,0,0.0040579378969102,0.0304063017088421,0,0,0,0.0130813116506558,0.00458219128758317,0,0,0.708279359974875,0.737916602858742,2.24062452085043
deba354e-fcc8-4a00-aa1b-63afc9cf2861,0.015947885537822,0,0.295244798549049,1.03514867644286,0,0.0190846019065084,0,0.00558157984602414,0.475447799406371,0.0210850401105769,0.00806664825281075,0,0.031880899685271,0,0.0358068587898706,5.15681856892104e-05,0,0.0841717432603323,0,0.499794487702166,0.866426701653851,2.02751809997318
e06580e9-0b4a-48f7-9522-d54229aefb2d,0.0264251936968124,0,0.41633808225943,1.25760092929114,0.00318772514961519,0.00937866238339065,0,0,0.809166056165225,0,0.00909384404431603,0.0295293440036972,0,0.00664325710158303,0,0.0214464317120714,0,0,0,0.792194675958973,0.671095106522435,2.58880952580728
a854c368-6e81-4ade-9ea9-afbee1c4c448,0.0127692875853798,0.000294513208386179,0.126467898141864,1.56761339411091,0,0.0502897564992116,0,0,0.239759219485173,0,0.0073546242833224,0.00295813657270588,0,0.00309069838942081,0.00017284959364413,0.0436544302675135,0.00842831751830415,0,0,0.553508707940804,0.839153462603496,2.06285312565583
8c92ecf0-5d81-48c3-ad9f-9adf51860962,0.00999776595758097,0,0.28219436933994,1.32718525583639,0.00185121273691826,0.087184188610558,0.00948049753271607,0,0.175613768621776,0,0.0075667125680313,0.0195060707551639,0.154379739427962,0,0,0.00127180698199248,0,0.00267611343247903,0,0.707259009462294,0.742236131291709,2.0789075018015
29246ea5-44e5-43d3-be04-c038c20db027,0.0679266663250093,0,0.114013398047751,0.514168117257818,0.0327005497533299,0.0235882930622948,0,0,0.638046235757496,0,0.005672104786056,0.0143724373544404,0.309887590396041,0.00208496816974605,0.0011885288320764,0,0,0.21104310822255,0,0.819686799157975,0.636058739804794,1.93469199796461
bc4ac436-ed5f-4774-867d-a6bdd7e14486,0.0161763597376201,0,0.308410247099835,1.0959191771223,0,0.30362932560723,0.0352541544814118,0,0.153140179671389,0,0.000982287995137442,0.0350646598993561,0.0500188574957201,0.13631204938309,0.0055572535781526,0.0278780730009043,0.00135589441647737,0.0103938951452615,0,0.807523157658142,0.68228538993535,2.18009241463388
f266f0c7-53aa-43bc-bbef-b9af0054391f,0.055976403010655,0,0.836422384059592,0.562323937236123,0,0.331715164739797,0.0897510775010436,0.0309136617790555,0.383768218822573,0,0,0.070860139646421,0.249050649275303,0.0130783603426576,0,0.111406391560818,0.0213029098413681,0,0,0.900888438481888,0.541920562188265,2.75656929781541
360280b4-a4eb-40f0-ac1a-35d6858f4aeb,0.0366119098587837,0,0.443948803687655,1.26587977852525,0.0365583262531155,0.140176718637177,0.0457463922210282,0,0.261494319331073,0,0.00334555086691504,0.0515502709802909,0.0227457048752927,0.00147387387393957,0,0.00693760439184341,0.00878483377324809,0.014084346908099,0,0.847060185201831,0.642267579308173,2.33933843418371
d6450e34-ebf4-4749-a27e-8e3139960afb,0.0131898063972535,0.0405654179531602,0.689712721051397,0.744578407781559,0.0986895841249018,0.0714805460939881,0,0,0.258096816001256,0,0.000521728126177553,0.0285765726890269,0.213660946764188,0,0,0.00597428689504632,0.010794190086048,0,0,0.847965973746478,0.592185455409285,2.175841023964
47750d31-987c-48bc-b5a2-4872eecb0ed0,0.0096958252456382,0,0.0367444687247169,1.38837821697249,0.00434826554925552,0.0785641929564341,0.11094663089311,0,0.258973466359882,0,0.00950450354240742,0.0330071322102185,0.0723110558362625,0.0157193714858992,0.0150665646692409,0.00817936866008902,0,0,0,0.806184985616019,0.67991829575206,2.04143906310564
0fb8ee34-b7c8-4ea6-987a-b69c00baa53a,0.36685862242484,0.126411460651498,0.233759404698981,0.43236772802687,0.0770400584529815,0.16749267615113,0.188469985419646,0,0.115170664537291,0,0.0190835597390679,0.246645182743512,0,0.0187368200014882,0,0.0432434920799529,0.033117904325283,0.226085400737184,0,0.906619545709477,0.52599660830198,2.29448295998973
bf2a1913-2806-4b97-bcc6-e7038b900e15,0.0410642931285816,0,0.134148387655197,1.16022641344766,0,0.031428886188451,0,0,0.373960794135309,0,0.0212240918130512,0.0022108995839152,0.0225881441907351,0.0151052145687686,0.00607596642732359,0,0,0.0373326592615898,0,0.748881725538432,0.723212680153216,1.84536575040059
914508e1-ccc8-47ff-a225-7aca326a54dd,0.0425473475799768,0,0.44456866972733,1.27414387957103,0.0228243118207986,0.0728543534205784,0.0960628728679479,0,0.0509958071718735,0,0,0.0193440452822042,0.228917745995393,0,0,0.00146003470171495,0,0.00964959852250241,0,0.866187037523861,0.610868298066438,2.26336866666135
c5bb9834-a08f-4729-9aec-22f9a2816184,0.0496143180853997,0,1.26677825384407,0.8704146112503,0.128835219146375,0.0428914887336164,0.116305483106752,0,0.199665250336432,0,0.0652947579498236,0.0528891760580509,0.00759367218832378,0,0,0,0.0207794175928515,0.00217394651531213,0,0.788690101110649,0.627139962398706,2.82323559480731
24eddfec-08a0-48fa-bef3-a4b9bd740170,0.0103822462091068,0,0.600991351143791,0.810731483315102,0.0266791895748316,0.0824962324056532,0,0.0129356042923733,0.2570839125088,0.00702233924334202,0.00136133734830787,0,0.544247196912216,0,0,0.0611500025647345,0.0210313419518209,0,0,0.894529888396018,0.5623166412603,2.43611223747008
b47b2efb-02e1-4729-95ad-de05fb551bc7,0.075907442040924,0,0.410436104523438,1.24196894112847,0.0281481339329257,0.072869071061396,0.0375613618981335,0,0.574793412561194,0,0.0120827121966224,0.0350638210781223,0,0.00152720888050499,0,0.0337120852696674,0,0,0,0.731735241930165,0.718662107441934,2.52407029457139
