names,scores,logfoldchanges,pvals,pvals_adj
MGST3,7.157333,0.3299894,8.226176521686499e-13,1.1922212653825556e-11
LSM14A,7.1562743,0.2912419,8.289911210831999e-13,1.200169227121847e-11
LSM7,7.1541557,0.289491,8.418936288928779e-13,1.2175424152895607e-11
MPC2,7.1538124,0.32374632,8.440040185143596e-13,1.2192876040486353e-11
ITGAM,7.1521196,0.4458079,8.544795386900713e-13,1.2331007931064312e-11
ETFA,7.149351,0.34310666,8.718907253514557e-13,1.2568826449964948e-11
SSBP4,7.147507,0.44678828,8.836791181950647e-13,1.2725167920817512e-11
FGR,7.1465287,0.30225152,8.899975634740984e-13,1.2802491603364616e-11
IL27RA,7.14258,0.3768216,9.159525584158812e-13,1.3161818818642688e-11
UPP1,7.141154,0.31925908,9.255065885615007e-13,1.3284957871766307e-11
NDFIP1,7.1375766,0.31154037,9.499073622755604e-13,1.362072267713511e-11
ITGB1BP1,7.1357365,0.3619101,9.627020219382684e-13,1.3789531191096662e-11
HP1BP3,7.1344275,0.27859056,9.719080958569065e-13,1.3906634079954655e-11
TAX1BP1,7.134121,0.2826106,9.740770842931867e-13,1.3922904765220305e-11
HSD17B10,7.130863,0.4055504,9.974158089298053e-13,1.4241409005174459e-11
FAM50A,7.1283464,0.40002382,1.015818083445057e-12,1.4488830232477964e-11
PTPN4,7.1211815,0.29552707,1.0700588598589088e-12,1.5230278687844152e-11
SP100,7.1175833,0.2818536,1.0983594671944461e-12,1.5616611476137686e-11
CAP1,7.1155887,0.32319194,1.1143614060440822e-12,1.5827451001845056e-11
IL10RA,7.112274,0.3128028,1.1414638549636482e-12,1.6195343633043642e-11
RECQL,7.103502,0.48622504,1.2163467684220852e-12,1.7239671162099994e-11
LEPROTL1,7.100456,0.27800387,1.2434576256226932e-12,1.7605428900867786e-11
EIF4A3,7.0963416,0.32049826,1.281026475036749e-12,1.8118333571982028e-11
HMGA1,7.0922756,0.52723736,1.3192426470040312e-12,1.8639309985366906e-11
RAB10,7.0918875,0.43187588,1.322950667240327e-12,1.8672147858863737e-11
RIN3,7.0888243,0.326133,1.352562722726121e-12,1.907014505511343e-11
MRPL18,7.086365,0.35454866,1.3768009578169397e-12,1.9391623511298506e-11
PTPN1,7.086162,0.41142306,1.3788246592147614e-12,1.9399876044613946e-11
AAMP,7.084092,0.45330867,1.3995869129700037e-12,1.967148564240027e-11
VPS13C,7.083539,0.3422696,1.405188660944063e-12,1.9729667640081416e-11
CTSD,7.077871,0.32530594,1.4638582699748857e-12,2.053205783448143e-11
RBM42,7.076918,0.4212799,1.473954001169381e-12,2.0652192458752293e-11
NOP10,7.07516,0.27755588,1.4927641022063752e-12,2.089405189945085e-11
EFCAB14,7.0699053,0.47273207,1.550395090048567e-12,2.16782186010625e-11
PPA1,7.0696425,0.43962774,1.5533318935718457e-12,2.1696798385056847e-11
GNAI3,7.0692606,0.34110588,1.5576125359873806e-12,2.1734090949408198e-11
ANKRD12,7.0676227,0.26290834,1.5761051909682523e-12,2.196940841088288e-11
VOPP1,7.0672045,0.41410217,1.5808576412983322e-12,2.2012912439668107e-11
RNF168,7.0640187,0.3949807,1.6175486598694044e-12,2.250060213156482e-11
PTPN6,7.0631723,0.3143713,1.6274350559987531e-12,2.2614810721515115e-11
AKR7A2,7.0626993,0.4128053,1.6329886466251317e-12,2.266863766349064e-11
SRP72,7.059628,0.39600357,1.669489976442899e-12,2.3151519272501576e-11
MCL1,7.055779,0.3288474,1.7163623644759837e-12,2.377708150295118e-11
FBXO34,7.051984,0.5039836,1.763844751677529e-12,2.440980229167682e-11
HMGN1,7.0506806,0.3213424,1.7804484832716778e-12,2.4614335435230273e-11
PDCD6IP,7.049815,0.4384132,1.7915580474948902e-12,2.474257188827897e-11
SH3BP1,7.0481153,0.41376024,1.8135746456898617e-12,2.5020211199086412e-11
RAB6A,7.0479774,0.40547264,1.8153699521163268e-12,2.5020211199086412e-11
STAT3,7.0476522,0.28423464,1.8196146277691773e-12,2.5053122624989294e-11
PPIG,7.0451746,0.28438964,1.8522940186893097e-12,2.5477067476223093e-11
MRPL11,7.041433,0.49397343,1.902728839755258e-12,2.6144114292075047e-11
NDUFB7,7.0351715,0.27304575,1.9901580577888293e-12,2.7317601906149213e-11
VPS51,7.032489,0.40844616,2.0288180422545856e-12,2.7819961223720655e-11
NDUFS3,7.024378,0.4090474,2.1502205840035657e-12,2.9424874584138046e-11
BTN3A2,7.0237975,0.2764978,2.1591775201220387e-12,2.951750990780818e-11
RALA,7.0211906,0.5149721,2.1998567425116163e-12,3.004318524970571e-11
TMX4,7.016293,0.3025438,2.2783229355884183e-12,3.108332797764866e-11
SUPT16H,7.015572,0.45037806,2.290097021146798e-12,3.1188408241384366e-11
PYCARD,7.0155387,0.31650028,2.29064793353679e-12,3.1188408241384366e-11
ANXA7,7.0110292,0.3788021,2.36571220861459e-12,3.217797866011761e-11
TXN2,7.010565,0.37891448,2.3735782153286728e-12,3.225245806589102e-11
LYPLA1,7.010348,0.38704208,2.3772623265305936e-12,3.2270020696053616e-11
HLA-DPA1,7.0101175,0.28535214,2.381183691452025e-12,3.229076537564037e-11
IMPDH2,7.0087953,0.6066085,2.4037861908515513e-12,3.256454525417669e-11
PSMB9,7.008341,0.35282615,2.4116107604883477e-12,3.263777732323899e-11
COX7B,7.0055103,0.29276058,2.4608722281769316e-12,3.327109115710555e-11
CISD2,7.0047927,0.4423845,2.4735142559220987e-12,3.340853639154843e-11
PIM1,7.000977,0.29929185,2.541837703824908e-12,3.4297016137709484e-11
RABGAP1L,7.000005,0.32339227,2.559534807603538e-12,3.4501301857137396e-11
CHD2,6.9977584,0.28810483,2.6009030427021882e-12,3.502393688141779e-11
POLR2J,6.9964814,0.32181832,2.6247093304435807e-12,3.5309275170164746e-11
EIF2AK2,6.995456,0.45869392,2.6439685063139565e-12,3.553293531443647e-11
TBCA,6.9882464,0.27975002,2.7834324281886134e-12,3.737000373487459e-11
MEA1,6.9874315,0.36458087,2.799645379964784e-12,3.755031323247001e-11
METTL9,6.9850845,0.28162834,2.846844238053571e-12,3.814545114603459e-11
SLC7A5,6.983706,0.4422448,2.8749371451835905e-12,3.848365763885138e-11
MRPL28,6.9834056,0.44721606,2.8810908904426953e-12,3.8527809102817927e-11
HDDC2,6.982743,0.3230006,2.8947241431864426e-12,3.8671794914866006e-11
LAP3,6.981214,0.49265742,2.926397888521404e-12,3.905626776441079e-11
EMC7,6.9802814,0.35475126,2.9458940605958743e-12,3.9277617153774834e-11
BNIP2,6.9752173,0.3451586,3.0539861439595376e-12,4.0678613070529163e-11
RAD23B,6.9729896,0.44439536,3.1027522446566984e-12,4.128741226543671e-11
ABHD2,6.9669337,0.47891137,3.2392359622617816e-12,4.3061094422461304e-11
IK,6.9656005,0.29884666,3.2700603419235605e-12,4.342807499367579e-11
MRPS7,6.963754,0.40757143,3.3132271376435526e-12,4.3958086301105656e-11
GDI1,6.9624057,0.524762,3.3451030138621428e-12,4.433740173481522e-11
ZC3HAV1,6.958891,0.27009186,3.429620310298099e-12,4.541301947679318e-11
TSC22D4,6.9575915,0.28262538,3.461393883536213e-12,4.578881144171973e-11
RIC8A,6.9542375,0.47848567,3.5447420630978154e-12,4.684545020311344e-11
ELF2,6.9536,0.44279525,3.5608010211629455e-12,4.701163226864151e-11
PTP4A2,6.9517355,0.2683342,3.6081983936542025e-12,4.759083179430709e-11
APRT,6.9455895,0.30460507,3.768833210100763e-12,4.966100244520468e-11
TMEM219,6.9444237,0.33086702,3.800084249568921e-12,5.002393832139849e-11
NDUFS2,6.9431477,0.41030118,3.834588619754302e-12,5.042895150715867e-11
SERTAD1,6.940863,0.28822225,3.897114327718661e-12,5.1201327774009635e-11
IKBIP,6.9378495,0.6381668,3.9811366379801285e-12,5.2254354723994045e-11
SERINC1,6.9374933,0.3200958,3.9911868418223066e-12,5.2335358655693275e-11
SAMSN1,6.933479,0.28538617,4.106159985413409e-12,5.3790695808915653e-11
MRPS21,6.9319015,0.28144333,4.152216005882605e-12,5.4341271161371473e-11
IGBP1,6.9313655,0.373506,4.167971246890352e-12,5.449460856036001e-11
PXN,6.929958,0.3682075,4.209652803729015e-12,5.498629746439071e-11
MRPS15,6.928457,0.42858005,4.2545587434420334e-12,5.551911133971311e-11
EIF5B,6.9275417,0.30082458,4.282163446818958e-12,5.582534433616251e-11
ARL6IP4,6.926608,0.28475177,4.310504531827465e-12,5.614057688025868e-11
TXNL4A,6.924142,0.40810376,4.3862551402940085e-12,5.70170911444962e-11
PSENEN,6.9232845,0.38930544,4.412900266650723e-12,5.726511727643976e-11
IMMT,6.923255,0.5500116,4.413823609834532e-12,5.726511727643976e-11
DYNLL1,6.9197955,0.31169233,4.522967864577076e-12,5.86247890458583e-11
ARID5A,6.9160314,0.28357762,4.6447161522636006e-12,6.014506242081839e-11
COX16,6.9149585,0.5460268,4.680004472220749e-12,6.049275266370289e-11
TIMM17B,6.9149423,0.4328985,4.6805331491073754e-12,6.049275266370289e-11
TMEM183A,6.914314,0.44877526,4.70133002522469e-12,6.070339333048493e-11
VAPA,6.9137073,0.2704014,4.7214975466713705e-12,6.090551280806578e-11
BLOC1S2,6.9130306,0.38942498,4.744079783386519e-12,6.113836534597354e-11
LAT,6.9104853,0.30692515,4.829989450930802e-12,6.218611418073408e-11
KIF5B,6.9053698,0.3024837,5.007284101264447e-12,6.440732543218416e-11
NDUFA3,6.9021597,0.27046773,5.121774712230358e-12,6.581724399249927e-11
SMARCE1,6.899243,0.38735676,5.22803576971819e-12,6.711882648982639e-11
RNF114,6.895246,0.38977486,5.377161723050455e-12,6.890222519384595e-11
ATP6AP2,6.8938193,0.27098978,5.431398787115654e-12,6.953118010868265e-11
MAP4,6.8932867,0.4668328,5.4517758527274985e-12,6.972588775436221e-11
GTF3A,6.891249,0.2700937,5.53045469308327e-12,7.066517535395128e-11
COX7A2L,6.8888273,0.26725692,5.625421196247916e-12,7.181060378521583e-11
USP11,6.8848023,0.4369215,5.786784948473409e-12,7.380065152150444e-11
PIK3AP1,6.88389,0.43317378,5.82397180555741e-12,7.420477013445338e-11
DSTN,6.8771286,0.2715862,6.107092215994058e-12,7.77386747834036e-11
JMJD6,6.8722157,0.32257935,6.321220473925017e-12,8.038852766698423e-11
CYTH1,6.8691854,0.29464775,6.456956951206477e-12,8.203740126424576e-11
NDUFA13,6.8669105,0.25566182,6.560712694556456e-12,8.327723084444991e-11
RBM38,6.8661323,0.38019454,6.596584722186435e-12,8.360720763172581e-11
ZFR,6.866078,0.46190697,6.599101469486992e-12,8.360720763172581e-11
ZNF24,6.865386,0.43657097,6.6311610168622226e-12,8.393457373407315e-11
CCNDBP1,6.864697,0.28894675,6.663261073782938e-12,8.426183848974056e-11
PCMT1,6.86382,0.32289332,6.704305246123957e-12,8.470148940632074e-11
HPRT1,6.862892,0.47776023,6.748018256577299e-12,8.517400405612489e-11
EIF2S2,6.855113,0.29312137,7.125622833803577e-12,8.985610177244082e-11
ZNF207,6.8487835,0.2510513,7.448054043562504e-12,9.374944507409563e-11
BECN1,6.8487797,0.49763355,7.448262441223636e-12,9.374944507409563e-11
DNAJA1,6.848151,0.30201024,7.481051842406203e-12,9.407440122049106e-11
TRABD,6.8458924,0.28705817,7.600056507563226e-12,9.548190172863186e-11
ITCH,6.8401318,0.51730096,7.912042358016743e-12,9.930901166206504e-11
CKS2,6.838138,0.3354621,8.022908407997367e-12,1.0060697318690378e-10
UCHL5,6.837957,0.42711097,8.033045972821e-12,1.006405657486293e-10
DIP2A,6.8334327,0.32444414,8.290650353667154e-12,1.0377156328574296e-10
ADAM10,6.832899,0.33456445,8.321538483696648e-12,1.0406164852689422e-10
STARD7,6.8296,0.40736693,8.515187390996015e-12,1.063846513580641e-10
CYLD,6.8262105,0.31153187,8.718695048467347e-12,1.0874948981416097e-10
HMOX2,6.8261795,0.28543928,8.720592009110069e-12,1.0874948981416097e-10
MAP2K2,6.8249946,0.3841444,8.792878855404466e-12,1.0954969011631806e-10
RASA2,6.824712,0.2877003,8.81020676990502e-12,1.0956324419016445e-10
VPS29,6.8232656,0.2748219,8.899383729748447e-12,1.1057033578774936e-10
TIPRL,6.822714,0.4115391,8.933637832396764e-12,1.1089381349818726e-10
RIOK3,6.822545,0.39521247,8.944153653872374e-12,1.1092230262104773e-10
CTSA,6.820409,0.4081727,9.07817225417618e-12,1.1248097174067878e-10
RWDD1,6.8129373,0.2531379,9.562593384216382e-12,1.1837437847085474e-10
NELFE,6.811962,0.43116444,9.62765877538337e-12,1.1907057732011716e-10
BCAS2,6.811266,0.27112642,9.674345552318891e-12,1.195384107485703e-10
MRPL43,6.8106894,0.37593523,9.713195301661083e-12,1.199086406270018e-10
AFF4,6.809049,0.35881028,9.824593538677895e-12,1.2117298045464428e-10
ZFAND6,6.8081965,0.32195398,9.882987900897157e-12,1.2178187739434278e-10
CTDSP1,6.80426,0.3404236,1.0157027700058877e-11,1.2504450251541463e-10
DNPEP,6.803671,0.5176864,1.0198625991055996e-11,1.2544217000667143e-10
TMCO1,6.801796,0.26357958,1.0332290850196267e-11,1.2697049220555394e-10
CD151,6.801647,0.5979162,1.0342979680189596e-11,1.2698619183330138e-10
NUCB2,6.798845,0.32165998,1.0546145256207851e-11,1.2933444152033104e-10
PRPF4B,6.798745,0.28836077,1.0553414371443304e-11,1.2933444152033104e-10
AATF,6.7984924,0.4418703,1.0571961090406816e-11,1.2944416605522613e-10
ARPP19,6.794465,0.3225708,1.0871517965812389e-11,1.3299128913210024e-10
ILF3,6.791951,0.30565622,1.1062716517949371e-11,1.3520763947164027e-10
RBM25,6.7891526,0.25888246,1.1279406229606445e-11,1.3773124729056991e-10
VPS28,6.7856464,0.26670474,1.1556778931896655e-11,1.4099061313569762e-10
EMP3,6.785471,0.31972632,1.1570824784691609e-11,1.4103445241178309e-10
RBMX,6.783946,0.2606009,1.169371193693206e-11,1.424036598962313e-10
CCNH,6.772767,0.28216833,1.2634229380996879e-11,1.5371835621081232e-10
CNPPD1,6.771344,0.45712397,1.2759124772002439e-11,1.5509808157534137e-10
KLRC3,6.7695885,0.55520564,1.2914926479192194e-11,1.5685067775314157e-10
MBNL1,6.7672462,0.2800292,1.3125636415191006e-11,1.592663778328887e-10
ITSN2,6.764651,0.30427787,1.3363117476982663e-11,1.6200228581934148e-10
SRRT,6.7567697,0.5774606,1.4110210528526494e-11,1.7075252974117307e-10
ANAPC5,6.7546105,0.300254,1.4321956957504411e-11,1.7315964626129663e-10
PSMD1,6.7483807,0.60541505,1.4950451186055343e-11,1.8059663191892994e-10
COX5B,6.7457156,0.30449763,1.5227438169167214e-11,1.836137830353648e-10
PPDPF,6.7412243,0.33316547,1.5705772331955524e-11,1.8921248756703203e-10
FGFR1OP2,6.739197,0.26980466,1.592645231538888e-11,1.9169992960886898e-10
MORC3,6.736184,0.49539888,1.6260042268421966e-11,1.9554077569324205e-10
RELA,6.731703,0.4481752,1.6768909381362352e-11,2.0148076071480162e-10
CHIC2,6.7285185,0.3206169,1.713993380429564e-11,2.057554509086842e-10
CAPZA2,6.726471,0.29603204,1.7382716022345014e-11,2.0848443314622336e-10
NDUFA4,6.720717,0.31456637,1.8083284728829622e-11,2.1650200607462121e-10
ZC3H12A,6.715184,0.33763978,1.8782887043833824e-11,2.2467863021493775e-10
ISG20,6.714097,0.32012227,1.892346074068749e-11,2.2615965967590462e-10
ROCK1,6.712403,0.26392496,1.914455450901817e-11,2.2841245710752883e-10
NDUFA1,6.712393,0.28312418,1.9145815533136818e-11,2.2841245710752883e-10
APOBEC3G,6.7096467,0.29498562,1.9509612255374586e-11,2.325469948425524e-10
C1orf174,6.7089677,0.5257384,1.960059221992351e-11,2.332193922605184e-10
NFKBIB,6.704809,0.40424174,2.01669774652469e-11,2.3974716029830525e-10
CDKN1A,6.6992188,0.5240706,2.095364972282139e-11,2.488799258010819e-10
SMS,6.69707,0.47064215,2.1263987855071502e-11,2.5234387698195233e-10
TINF2,6.6959915,0.3378168,2.1421426457608042e-11,2.539888463906022e-10
CALCOCO2,6.688867,0.3938752,2.249048043135298e-11,2.664302479896802e-10
ZEB2,6.688635,0.27349797,2.252618739231686e-11,2.6661916358292226e-10
CPSF6,6.68661,0.4316993,2.2839938243530572e-11,2.7009578152494127e-10
SEC31A,6.682834,0.4412096,2.3436478839729835e-11,2.769075385153018e-10
CD96,6.6821566,0.26768762,2.354509359876587e-11,2.779474610045038e-10
TMUB1,6.6799507,0.3855456,2.390222403570467e-11,2.819167035959468e-10
RNASEH2C,6.675934,0.31605405,2.456624830204303e-11,2.8949553566765645e-10
LCK,6.6729445,0.27129537,2.5072149920719227e-11,2.951994056546811e-10
IFI35,6.672273,0.3662274,2.518708003676201e-11,2.9629404615172606e-10
TOX4,6.671054,0.34690493,2.5397278422716312e-11,2.985065137262293e-10
MRPL4,6.668307,0.4796324,2.5877122884113158e-11,3.038816528070834e-10
PIM3,6.667564,0.41494638,2.6008426379900408e-11,3.051579975165184e-10
LPCAT1,6.6667566,0.32478347,2.61517880977137e-11,3.0657348114895827e-10
LYPLA2,6.6658754,0.49322087,2.6309260555424e-11,3.0815178183536115e-10
SMAP1,6.6649203,0.3898981,2.648093926522277e-11,3.0989359367359137e-10
SP140,6.661604,0.43244356,2.7085549550535145e-11,3.1669438482267823e-10
DCTN2,6.6572027,0.4054258,2.7908855310991982e-11,3.260382551612249e-10
TXNDC12,6.6499596,0.4108483,2.9317328680169774e-11,3.421961210047844e-10
RPP21,6.649476,0.5625945,2.941381106316701e-11,3.430255425024308e-10
IDH3G,6.6471324,0.37360096,2.9885786921498787e-11,3.4822877627960546e-10
ATF6B,6.6460724,0.32584098,3.010170781907672e-11,3.502084892172893e-10
HNRNPC,6.646044,0.309965,3.010760005128997e-11,3.502084892172893e-10
HIF1A,6.638471,0.36386758,3.169537354800512e-11,3.6835975476592e-10
NARF,6.637994,0.32870126,3.179812740360027e-11,3.692359148509281e-10
VAMP8,6.629972,0.29134086,3.357506989803388e-11,3.8953432341717204e-10
ABCF1,6.6278734,0.3444366,3.405573515350003e-11,3.947715072389828e-10
TMEM167A,6.6265097,0.33134222,3.437165085485594e-11,3.9809157509405256e-10
AKAP13,6.6258087,0.27314126,3.453526880246451e-11,3.9964355227414545e-10
SDHB,6.624952,0.40904203,3.4736156125171644e-11,4.0162378285941815e-10
RNF4,6.6246786,0.46853197,3.4800417184882874e-11,4.020222851674869e-10
AHNAK,6.622167,0.28217676,3.5397065484803785e-11,4.0827783462809586e-10
DAXX,6.6221447,0.5075657,3.5402435819674807e-11,4.0827783462809586e-10
HNRNPK,6.6193967,0.33424523,3.606675943085788e-11,4.155839325367765e-10
ELL2,6.617757,0.4376896,3.646898119949569e-11,4.1986003696654895e-10
GYG1,6.6165385,0.37048972,3.677073792502025e-11,4.2297320274705733e-10
SNF8,6.6112323,0.36371058,3.811335686051868e-11,4.380438876652288e-10
TCIRG1,6.610057,0.32898307,3.841719852318601e-11,4.4116022099859477e-10
TMEM248,6.6087623,0.35030636,3.875462324217454e-11,4.4465657432539206e-10
KIF2A,6.607771,0.3678527,3.9014919215368375e-11,4.472627909710837e-10
URM1,6.607443,0.44672447,3.910150035957231e-11,4.4782410340607605e-10
PRKACB,6.607334,0.2770622,3.913026146266684e-11,4.4782410340607605e-10
ATP6V1G1,6.6068697,0.2969615,3.9253151672222474e-11,4.48849809757032e-10
ARHGEF1,6.6060233,0.2624949,3.9478080453957695e-11,4.510395762618554e-10
WSB1,6.605098,0.2508334,3.972552032880204e-11,4.534826106569593e-10
TAGAP,6.6029983,0.278938,4.029239316203754e-11,4.5956488667402575e-10
NDUFA10,6.601562,0.38030776,4.06848061063139e-11,4.6364872364230866e-10
PPP1R7,6.601152,0.33726272,4.079748335224362e-11,4.64540458119682e-10
SPCS2,6.6005974,0.25886643,4.0950480227753335e-11,4.657609736284308e-10
AK2,6.600513,0.4234456,4.0973710494104155e-11,4.657609736284308e-10
ICAM2,6.600165,0.32822073,4.1070087608887305e-11,4.66463545544374e-10
LBR,6.598951,0.2913877,4.1407704089424766e-11,4.699025662561887e-10
IAH1,6.594075,0.35008302,4.279153836616505e-11,4.851985102308109e-10
USP16,6.591542,0.29544386,4.3528254484855927e-11,4.931374792310336e-10
VTI1B,6.590804,0.3835647,4.374502520203247e-11,4.951775377944833e-10
SF3A3,6.5900855,0.49615964,4.395739936226357e-11,4.971644506244948e-10
RNF19A,6.588347,0.28917825,4.447501012578201e-11,5.02597413423096e-10
PTGER4,6.588157,0.27983248,4.45318755082949e-11,5.028189089819441e-10
RNF10,6.587893,0.3695362,4.461117365568202e-11,5.03293115498426e-10
PDCL3,6.5863423,0.39897466,4.5079422776484254e-11,5.081509202365097e-10
PRDX1,6.5860043,0.28483608,4.518207290345234e-11,5.088828962322892e-10
UBN1,6.5841084,0.4612575,4.576233729476202e-11,5.149885046857581e-10
SNRNP200,6.580812,0.36174214,4.678858879525002e-11,5.260986905119237e-10
POLR3GL,6.5751233,0.2569263,4.8612870736843045e-11,5.461560906346572e-10
DNAJC3,6.5733347,0.34021217,4.9200720463594296e-11,5.523006000127104e-10
AASDHPPT,6.5683374,0.5358892,5.088005970589969e-11,5.706771783970944e-10
FXR1,6.5669103,0.34018597,5.1370044512774553e-11,5.755598770130071e-10
CCND3,6.566821,0.30066326,5.1400700496603686e-11,5.755598770130071e-10
SMU1,6.566517,0.48400852,5.150578447838376e-11,5.762583333058309e-10
HMGN3,6.5655313,0.25977734,5.184764647441709e-11,5.796025632802898e-10
COPS5,6.5627346,0.3740226,5.2829820910136404e-11,5.900933555798596e-10
USP47,6.560243,0.3612596,5.372017928790889e-11,5.992203139349255e-10
ENY2,6.5601997,0.25246525,5.3735757790058537e-11,5.992203139349255e-10
C14orf119,6.559108,0.39788836,5.413072812310434e-11,6.030040481298736e-10
STX5,6.559015,0.38708043,5.416444870180144e-11,6.030040481298736e-10
MIER1,6.5558243,0.312362,5.533542784682083e-11,6.155325044824018e-10
WASF2,6.5549164,0.25801748,5.567315187604221e-11,6.187791089484659e-10
MED4,6.549719,0.3110221,5.7645432890122306e-11,6.401726962851196e-10
GOLGA4,6.54642,0.29953957,5.893257430544007e-11,6.539286390652162e-10
ARCN1,6.545724,0.48876613,5.920794674306848e-11,6.564443922795587e-10
ZNF331,6.543525,0.29714882,6.008539193738267e-11,6.65625774557557e-10
CD37,6.543252,0.32614458,6.019523749222323e-11,6.662956025287679e-10
PSTPIP1,6.5400333,0.31029528,6.150509046545626e-11,6.802362177462305e-10
RRP7A,6.5376,0.45528975,6.251376393952417e-11,6.908257304144141e-10
FUBP1,6.5346603,0.38055488,6.375413739344488e-11,7.039562813827757e-10
APLP2,6.534194,0.34461445,6.395292987711835e-11,7.055739025608814e-10
ARPC5L,6.5338993,0.2628025,6.40789395683056e-11,7.063865454208721e-10
TIAL1,6.5291734,0.29779354,6.613373366136644e-11,7.284428312594428e-10
P2RY8,6.5228696,0.44810304,6.897483061922237e-11,7.591169572146554e-10
TIMM13,6.5220504,0.35319299,6.93526488572568e-11,7.623819999148102e-10
TIMM8B,6.5219817,0.3266388,6.938450277146572e-11,7.623819999148102e-10
HNRNPA3,6.5217237,0.29279628,6.950389688365096e-11,7.63072482222215e-10
SRSF2,6.52089,0.3175852,6.989126483193104e-11,7.667014929896306e-10
CCNT1,6.5197945,0.45379558,7.040390077616006e-11,7.7124829248095e-10
SAR1A,6.5197597,0.30052933,7.042006198299344e-11,7.7124829248095e-10
DDX21,6.518893,0.30879143,7.082829739622574e-11,7.750902001356642e-10
MPC1,6.518306,0.41286132,7.110591317108211e-11,7.774976389120024e-10
BCCIP,6.517999,0.4755006,7.12513932442798e-11,7.784575295911477e-10
IFI6,6.5162215,0.3346,7.210039706913298e-11,7.87096001338035e-10
NPM1,6.512524,0.36035937,7.389829417558774e-11,8.060708838409098e-10
FRYL,6.5112906,0.40905666,7.450794168273668e-11,8.120643433967415e-10
TUBA1A,6.5098596,0.27673915,7.522107149521138e-11,8.185144497458766e-10
EMC3,6.508808,0.34928071,7.574929380733985e-11,8.235980832735186e-10
SNX1,6.5052004,0.4556925,7.758979643420663e-11,8.429300509555153e-10
PDCD2,6.5046587,0.34422812,7.787007320250905e-11,8.452943666302934e-10
NIPBL,6.502836,0.27213576,7.881961124946323e-11,8.549139988657616e-10
COMT,6.5020323,0.41256103,7.924206612290696e-11,8.588057816838422e-10
STOML2,6.5005565,0.41443884,8.002331861117725e-11,8.660016641868323e-10
TGOLN2,6.500536,0.28387272,8.003439377758689e-11,8.660016641868323e-10
PRKCSH,6.4996414,0.35928774,8.051161797039553e-11,8.704673567905023e-10
SAMHD1,6.4932914,0.2823915,8.398097624221649e-11,9.072500499889728e-10
ABT1,6.492969,0.35609648,8.416111492916591e-11,9.084687389913885e-10
DGCR6L,6.4913745,0.36154622,8.505663933613334e-11,9.174014664767764e-10
DDX18,6.4910426,0.25796843,8.524447065280608e-11,9.186930052063198e-10
SATB1,6.4899383,0.34218818,8.587153129994513e-11,9.247123478293373e-10
CHST12,6.489292,0.26071206,8.624058098646423e-11,9.279459005186299e-10
TMEM258,6.486754,0.26437968,8.770532500414352e-11,9.42954542056501e-10
SH3BP5,6.4864907,0.33256605,8.78587302265922e-11,9.438517889708667e-10
ADH5,6.484997,0.34750947,8.873378007597665e-11,9.52493949534728e-10
TSEN15,6.483989,0.4931413,8.932898904174821e-11,9.581208657713106e-10
CCAR1,6.4815784,0.36381918,9.076787392055087e-11,9.727807170849826e-10
SEC11A,6.4805307,0.25903106,9.140066891670223e-11,9.787850997563994e-10
UBE2Q2,6.4793735,0.5045096,9.210421796575138e-11,9.855370444186228e-10
GPAA1,6.4776425,0.37038946,9.316676143039241e-11,9.961165705073571e-10
CWC15,6.477421,0.34335002,9.330375986253745e-11,9.967914741292304e-10
YIPF3,6.4762564,0.42368045,9.40261146286971e-11,1.0037138961115586e-09
SLC25A11,6.475046,0.3930214,9.478308283932214e-11,1.0104268841670598e-09
CD48,6.4749618,0.28898925,9.483587075419936e-11,1.0104268841670598e-09
YME1L1,6.474892,0.27465063,9.487963108572334e-11,1.0104268841670598e-09
BAZ1A,6.4743524,0.2668061,9.521931746242483e-11,1.0132446770666392e-09
SMARCC2,6.4727736,0.42066142,9.622002023972633e-11,1.0230864720997852e-09
CHURC1,6.472532,0.26288965,9.637417699311843e-11,1.0239187166678322e-09
CD164,6.4699416,0.2688931,9.804071312889659e-11,1.040805147323526e-09
STX8,6.4693036,0.32165697,9.845560024867864e-11,1.0443879042102365e-09
EIF3D,6.4684606,0.25136745,9.900638388050256e-11,1.0494054498818705e-09
TSSC4,6.466131,0.42486566,1.0054367224648532e-10,1.064863241461402e-09
GFOD1,6.4615717,0.28469914,1.0362110507804523e-10,1.0965957418180896e-09
SSNA1,6.4598365,0.2804369,1.0481612168699336e-10,1.1083729858327599e-09
COMMD1,6.459559,0.4396461,1.0500872600670165e-10,1.1095401253002547e-09
NUMA1,6.4580913,0.42900056,1.060318981913833e-10,1.1194744931896202e-09
SPON2,6.4545135,0.29910496,1.0856691908432909e-10,1.1453427984400722e-09
SYTL1,6.450336,0.27127644,1.116025235395042e-10,1.1755291570011946e-09
CLPP,6.445508,0.39705437,1.1521393229362901e-10,1.2116769980030679e-09
UTRN,6.444901,0.25416842,1.1567590866500434e-10,1.215588033969551e-09
GADD45GIP1,6.4447703,0.2866504,1.1577548816118014e-10,1.2156876745204698e-09
EML4,6.4432206,0.28585985,1.1696465070712924e-10,1.2272193094800116e-09
RABAC1,6.4353786,0.25367478,1.231658590864044e-10,1.2912796710589391e-09
HDAC2,6.435225,0.48698476,1.2329058272941346e-10,1.291583721093149e-09
FDX1,6.434369,0.35016868,1.2398726795604988e-10,1.2978744814049504e-09
