names,scores,logfoldchanges,pvals,pvals_adj,Overlapping_Ref_Blood_Subtypes
C1orf56,-6.0359917,-0.6522263,1.5798943855769707e-09,5.856460149612656e-08,NK1A
CCL3,-6.0351605,-0.46022445,1.5880478138122574e-09,5.8705559319914496e-08,NK1A
HLA-DRA,-4.1698456,-0.39711687,3.0480606279226004e-05,0.0003604512011617,NK2
CD2,-4.114084,-0.34730807,3.887206241695757e-05,0.0004470535889572,"NK2, NK3"
