names,scores,logfoldchanges,pvals,pvals_adj
UBE2A,5.933099,0.37598294,2.972698425495485e-09,1.0180360369342787e-07
SSR3,5.9251294,0.39008024,3.120519259331568e-09,1.065953578890148e-07
TTC38,5.9232383,0.32169586,3.1566251729796136e-09,1.0755642287629779e-07
MATK,5.9219475,0.31518713,3.1815107086606475e-09,1.0813129469007082e-07
AKAP13,5.9146395,0.3146676,3.3260292565883113e-09,1.1275907728428664e-07
GZMH,5.896858,0.31211707,3.704875225845085e-09,1.252879233642299e-07
WDR83OS,5.8946185,0.30780333,3.755481690571174e-09,1.2645386131777775e-07
DERL1,5.8945036,0.37780285,3.75809667149106e-09,1.2645386131777775e-07
ANP32A,5.8882155,0.3464457,3.903882164847981e-09,1.3103254241366618e-07
NCL,5.8807454,0.33553365,4.084231361456742e-09,1.367457413402874e-07
ETF1,5.8714585,0.42416158,4.319782709207021e-09,1.4391809406254404e-07
RABAC1,5.8696413,0.30211347,4.36739091529385e-09,1.4514582665039388e-07
GSTP1,5.8649592,0.30953634,4.492425312946484e-09,1.4893438512920616e-07
IQGAP2,5.8614106,0.30981877,4.589508844423014e-09,1.517800069553915e-07
TMEM248,5.8601227,0.40808412,4.625248506452544e-09,1.5258796600871435e-07
NOL7,5.8585005,0.41639346,4.670656309308983e-09,1.5371015995489294e-07
SRSF10,5.855976,0.31342134,4.742168171279076e-09,1.556838811072228e-07
CKS2,5.855516,0.40291286,4.755307302206644e-09,1.557363141472676e-07
UQCR10,5.8519573,0.30491152,4.8582145113090025e-09,1.5872127942153118e-07
SKIL,5.8439994,0.34867463,5.096218799880349e-09,1.660948798714627e-07
EIF3I,5.8418655,0.32890323,5.161944295587671e-09,1.6783160091654084e-07
HNRNPL,5.8412156,0.3387752,5.1821248439628965e-09,1.6808271759517155e-07
STARD7,5.8328276,0.4493212,5.449586264548131e-09,1.759121231281051e-07
ZNF800,5.825356,0.3815715,5.6990938159217805e-09,1.8352714285974361e-07
SNRPD3,5.8222528,0.31519324,5.805971250501511e-09,1.8652373829289736e-07
TUFM,5.820471,0.31502062,5.868205112318341e-09,1.8807527691332867e-07
PPP2CA,5.8157907,0.33236066,6.034798749036657e-09,1.929562547885109e-07
CMTM3,5.8137217,0.39802307,6.1099020782733435e-09,1.9489576534785398e-07
MRPS6,5.8098664,0.34386358,6.2522707226668405e-09,1.9896671901165962e-07
MRPL10,5.799337,0.3756141,6.657758511849868e-09,2.1137208376562417e-07
LPCAT1,5.790261,0.31439438,7.027722857043762e-09,2.2207275060911354e-07
DHRS7,5.788562,0.31112108,7.099169991254572e-09,2.2380631002803255e-07
ABRACL,5.787903,0.3103229,7.127058512433152e-09,2.2416177274652803e-07
TOMM20,5.7768254,0.32112956,7.612322555830507e-09,2.3831338340097688e-07
RNF167,5.7675223,0.33224833,8.04455366963434e-09,2.5126195061198185e-07
LEPROTL1,5.7592726,0.2989019,8.447721984151472e-09,2.632450640465492e-07
RHOF,5.7568793,0.3229887,8.568313451451786e-09,2.663876806461727e-07
FBXO7,5.7520795,0.34806603,8.81522948036018e-09,2.7343423305402274e-07
OS9,5.750724,0.36891976,8.886219402986681e-09,2.750040330378424e-07
NDUFA12,5.7451563,0.30136672,9.183613008299355e-09,2.835571860892064e-07
SPON2,5.737682,0.29256362,9.598120438556228e-09,2.9567908465168764e-07
S100A10,5.728987,0.31085113,1.010320103944193e-08,3.105295936792482e-07
PIGT,5.7282004,0.3922599,1.0150169481285098e-08,3.1082819410951045e-07
ITK,5.7240314,0.39151502,1.0402558864925394e-08,3.175604677928469e-07
UBXN4,5.703904,0.30058497,1.1709408108250108e-08,3.550450418081319e-07
OAT,5.699722,0.46647274,1.2000318580220966e-08,3.6304999686753697e-07
RSL1D1,5.697206,0.32394716,1.2178665027106305e-08,3.6762131367057127e-07
ISCA1,5.6956177,0.36035776,1.229261786098699e-08,3.698839866443509e-07
OPTN,5.695398,0.32800984,1.2308449566687436e-08,3.698839866443509e-07
PPP6C,5.6939244,0.42084348,1.2415216466523008e-08,3.72263368406211e-07
SSR2,5.6928043,0.32173344,1.249696060024173e-08,3.7388356846798595e-07
NDUFA6,5.6900616,0.31277898,1.2699340465393853e-08,3.7909778960079483e-07
CSK,5.6894264,0.33407867,1.2746662988700084e-08,3.792841902510376e-07
TLN1,5.6888123,0.30215988,1.2792611406382181e-08,3.792841902510376e-07
TPM3,5.6885247,0.3303913,1.2814153260023336e-08,3.792841902510376e-07
CCDC85B,5.688473,0.29215312,1.281802347546677e-08,3.792841902510376e-07
LAMP1,5.6828804,0.2954445,1.3244472136972554e-08,3.9104521344457477e-07
RASA3,5.6779485,0.3554106,1.3631992996157462e-08,4.0160803820339007e-07
PRRC2C,5.6761565,0.3092116,1.3775493333254917e-08,4.0495148484882047e-07
PHF20,5.6654234,0.2992387,1.4666178371833214e-08,4.293710966356572e-07
TAF10,5.665381,0.44980997,1.4669834399246867e-08,4.293710966356572e-07
PTP4A1,5.663863,0.35115492,1.4800262070377729e-08,4.322509439731747e-07
PRELID1,5.6614227,0.29753256,1.5012324114196743e-08,4.374973850385673e-07
ST13,5.658789,0.29707995,1.5244472268180017e-08,4.433053110227434e-07
SERP1,5.6561747,0.306226,1.5478378933173722e-08,4.491392837533614e-07
NDUFV2,5.654642,0.32962054,1.5617122660858347e-08,4.5122448835751965e-07
MRFAP1L1,5.6531963,0.44803613,1.5749101983147704e-08,4.5406545525344435e-07
SNRPB,5.6510215,0.29992944,1.5949719745985378e-08,4.588690160609397e-07
SNRPG,5.65017,0.29140005,1.6028955860445267e-08,4.601674498403999e-07
ZFP36L1,5.649723,0.2974935,1.6070645736423092e-08,4.6038476204152183e-07
FDFT1,5.647642,0.41128084,1.626631623409176e-08,4.6500297658177986e-07
UBAC2,5.642769,0.4290617,1.673368867142473e-08,4.773523493520801e-07
C12orf75,5.6332107,0.29503837,1.768851201367821e-08,5.035255118155276e-07
EWSR1,5.6241374,0.2976466,1.8643727458790278e-08,5.285682096481096e-07
PSMC4,5.6241107,0.36728182,1.8646592143518874e-08,5.285682096481096e-07
KPNA2,5.6231575,0.4874341,1.8749845905230426e-08,5.303808612144112e-07
ACAP2,5.617245,0.35211354,1.9402620194011857e-08,5.476978122966568e-07
MIEN1,5.615098,0.3236886,1.9645100918497293e-08,5.533848573972526e-07
GUK1,5.6082172,0.32256612,2.0442122848182925e-08,5.746365908136087e-07
TWF2,5.6066375,0.36857197,2.0629502281192833e-08,5.786982833266839e-07
SURF4,5.6058035,0.41180468,2.0729107357037322e-08,5.802859866566485e-07
YPEL3,5.595556,0.33807093,2.1991636171545774e-08,6.143543413305738e-07
NDUFS8,5.5951385,0.29709545,2.204456589684315e-08,6.145605943101335e-07
TECR,5.594652,0.3117717,2.2106442252388314e-08,6.150148975494341e-07
SF3A2,5.587779,0.48492336,2.2999199300515488e-08,6.385353830490853e-07
RAB8A,5.583682,0.31694683,2.3547874259382796e-08,6.510890725037952e-07
SLC1A5,5.581936,0.51676434,2.3785594720526414e-08,6.563170338733394e-07
PTPN22,5.5814023,0.29853275,2.3858678117947467e-08,6.569900894805411e-07
SDCBP,5.579105,0.2985786,2.417591944054243e-08,6.632797637446338e-07
G6PD,5.5790286,0.3668607,2.4186571180460683e-08,6.632797637446338e-07
MAPK1IP1L,5.5786834,0.32838526,2.423456040362443e-08,6.632797637446338e-07
HNRNPA2B1,5.575241,0.29087397,2.4718726527885067e-08,6.751614919853304e-07
PLEK,5.5745397,0.28945792,2.4818528657278278e-08,6.765179942881935e-07
GLUD1,5.567314,0.38366133,2.5869559512135153e-08,7.037459001960477e-07
ARPC1B,5.557791,0.30667672,2.7320957657863795e-08,7.417337659508173e-07
CHD1,5.5529256,0.29705533,2.8092801285782056e-08,7.611569633515206e-07
APMAP,5.5491395,0.30614802,2.8707899232244303e-08,7.747113686813447e-07
RIN3,5.5475554,0.35672924,2.8969147663042962e-08,7.802010168012748e-07
NARF,5.544231,0.3881852,2.952492617726648e-08,7.929619235850619e-07
THRAP3,5.54402,0.28373125,2.9560501561052855e-08,7.929619235850619e-07
ATP1B3,5.5428853,0.28643924,2.975277736529032e-08,7.965361606941712e-07
CLIC1,5.5410404,0.30730677,3.006800607160579e-08,8.033813978696573e-07
IFNGR1,5.5403566,0.3006085,3.018565303218611e-08,8.04930862378038e-07
TMED2,5.539522,0.28559074,3.0329766771920434e-08,8.071162267832541e-07
DBI,5.539191,0.3170096,3.0387241029118286e-08,8.071162267832541e-07
JTB,5.533937,0.29220325,3.131211301589435e-08,8.300478210677062e-07
EIF4G1,5.529192,0.5645833,3.217091070534476e-08,8.511413689161115e-07
LBR,5.5269947,0.33436382,3.2576269457894804e-08,8.601792637874257e-07
IER3IP1,5.5258794,0.382237,3.27839673066709e-08,8.63273656361952e-07
GYPC,5.5256786,0.29761252,3.282141745450837e-08,8.63273656361952e-07
PSMD8,5.521342,0.29675326,3.3642068027933757e-08,8.8313701148037e-07
OSTC,5.515145,0.2966735,3.4849250073871706e-08,9.130503519354386e-07
LNPEP,5.5142975,0.30145794,3.5017553364649745e-08,9.156818750953857e-07
UQCRC1,5.51199,0.3987855,3.547993087960156e-08,9.259781573664677e-07
OSBPL8,5.509184,0.32911494,3.605008683768597e-08,9.390421268357081e-07
HIGD2A,5.5079184,0.2872559,3.631021533540221e-08,9.439956368411984e-07
OSTF1,5.5064106,0.30256242,3.662238294317793e-08,9.502804097159612e-07
NCR1,5.503786,0.367316,3.717207460490522e-08,9.62692519470223e-07
NOLC1,5.50052,0.62487286,3.786720518547504e-08,9.788164742674613e-07
JMJD6,5.5000825,0.3320785,3.796132291500415e-08,9.793730976905373e-07
KIR2DL4,5.4970984,0.58433443,3.860910803852321e-08,9.941845319919728e-07
GRB2,5.49197,0.31739855,3.974746164490411e-08,1.0215476189994117e-06
CMTM6,5.4888196,0.30903965,4.046289831889627e-08,1.0379579601081128e-06
TSEN54,5.4848537,0.30528578,4.138115005403271e-08,1.0594987811746932e-06
MRPS24,5.48292,0.77368957,4.183614038047636e-08,1.069119398018499e-06
DCAF7,5.477975,0.39203602,4.302215562486376e-08,1.0973496140761564e-06
STK38,5.4770346,0.39316627,4.3251284189991183e-08,1.1011124105199076e-06
RAC1,5.472898,0.28199288,4.427350925713671e-08,1.1250140497298411e-06
TPST2,5.4673657,0.28849623,4.5677276953296004e-08,1.1585028156594416e-06
SH3BGRL,5.465475,0.28905654,4.616686131670392e-08,1.1687231890174223e-06
LDHB,5.463341,0.2884107,4.6725519707592246e-08,1.1806506318624385e-06
SRA1,5.461574,0.40337378,4.7193065315093294e-08,1.1902355706477641e-06
CIB1,5.458659,0.2834304,4.797430823214884e-08,1.2076816062992244e-06
VASP,5.455805,0.2948514,4.8751499515525164e-08,1.2249608621284564e-06
LAPTM4A,5.452915,0.3009216,4.955074720660036e-08,1.2427290558711126e-06
TNIP1,5.448902,0.40400356,5.068165805011591e-08,1.2671715633883114e-06
NOP58,5.4487915,0.3984059,5.0713158247216204e-08,1.2671715633883114e-06
DGUOK,5.4447083,0.29549828,5.189038096773651e-08,1.2941902225465227e-06
LIMD2,5.441478,0.29717195,5.284034440259967e-08,1.3154515996757883e-06
ZNF331,5.4393926,0.29369318,5.3462502524798526e-08,1.328489036035187e-06
MED10,5.4357953,0.29412952,5.45525060824151e-08,1.3530826554596084e-06
TBX21,5.4349866,0.29629216,5.480060667761942e-08,1.3567423594515942e-06
SAMSN1,5.433423,0.2852225,5.528318943380583e-08,1.366183287601359e-06
SATB1,5.4295044,0.39233336,5.651076633006072e-08,1.393966672927805e-06
MOB1A,5.4283314,0.27574736,5.6883363792378e-08,1.4005971307491904e-06
NUTF2,5.425599,0.44296587,5.776045068250365e-08,1.4196024791603312e-06
UBXN1,5.4233284,0.2902883,5.8499424209258235e-08,1.4351504197373115e-06
GLIPR2,5.4209437,0.28239235,5.9285179613087555e-08,1.4501853300599418e-06
SRRT,5.420817,0.65304863,5.932722909605632e-08,1.4501853300599418e-06
ELL2,5.4190693,0.39335138,5.991007641084351e-08,1.4617841971275071e-06
ARHGAP4,5.416922,0.39346996,6.063370154535875e-08,1.4744551399345177e-06
UCHL5,5.4166203,0.42273083,6.073619280666311e-08,1.4744551399345177e-06
NDFIP1,5.4165583,0.32104817,6.075721172486414e-08,1.4744551399345177e-06
KIR2DL3,5.4122405,0.5025349,6.224105705052095e-08,1.507753290453643e-06
UBE2I,5.401969,0.28122723,6.59133687893882e-08,1.5938514069448297e-06
DCTN3,5.394434,0.29463404,6.873985847948486e-08,1.659225242332181e-06
EIF3K,5.389892,0.30596805,7.049994596263434e-08,1.6956430853365866e-06
CTSW,5.387957,0.25756985,7.126297152291674e-08,1.7109453287521628e-06
SSH2,5.382692,0.31041336,7.338007686649445e-08,1.7586454301236404e-06
CYC1,5.3779645,0.33902714,7.533271362523283e-08,1.7997880979655149e-06
RCN2,5.3778906,0.323126,7.536354223304795e-08,1.7997880979655149e-06
EIF4A3,5.376473,0.33496857,7.595906925737984e-08,1.8108051616428024e-06
SSB,5.3701525,0.29931548,7.867009591835057e-08,1.8721262861134112e-06
SLC2A3,5.364312,0.28108972,8.125818902326701e-08,1.9303111698784186e-06
KLF3,5.3630185,0.29568824,8.184263693045457e-08,1.940778031814804e-06
CYB5R3,5.3605337,0.44145307,8.297637090268559e-08,1.964210829105152e-06
PSMD2,5.358428,0.39921683,8.394918187523332e-08,1.9837588634720196e-06
GNPTG,5.355799,0.6041965,8.517917179242657e-08,2.0093051835580624e-06
BRK1,5.353709,0.291475,8.616925022834595e-08,2.029112902846548e-06
CNPY3,5.3507385,0.33336774,8.759606966102103e-08,2.055536987715055e-06
ECH1,5.345218,0.27271935,9.030827067152277e-08,2.1155025975188487e-06
RNF181,5.340037,0.30316004,9.292779751561425e-08,2.171256446559445e-06
KPNB1,5.3376727,0.30270424,9.414711861646602e-08,2.19174974958549e-06
RBM38,5.3372574,0.3111544,9.436308285907896e-08,2.19174974958549e-06
DNAJB6,5.3372335,0.29743615,9.437535051576148e-08,2.19174974958549e-06
DUSP2,5.336799,0.28488225,9.460181228502274e-08,2.1932341119618764e-06
REEP5,5.335832,0.2894556,9.510728900300041e-08,2.2011709271311913e-06
AK2,5.3354993,0.5149522,9.528203667110187e-08,2.2014392479506466e-06
PHF20L1,5.333327,0.3333958,9.64294106775364e-08,2.224140236362391e-06
MAPRE1,5.320344,0.31333193,1.0357120214300177e-07,2.3847887892756363e-06
KCNAB2,5.3145156,0.34191832,1.0694136613239883e-07,2.4581939577929427e-06
PTBP3,5.3140073,0.3671721,1.072403320379601e-07,2.46087380984387e-06
MDH1,5.3062396,0.32198012,1.119098481069338e-07,2.5636665203851575e-06
FLI1,5.304981,0.35419446,1.1268468682334955e-07,2.5770414903516195e-06
BAG1,5.301788,0.33312488,1.1467418976317474e-07,2.618102948349436e-06
VPS51,5.300206,0.40653402,1.1567184151782523e-07,2.636419185135162e-06
DYNLL1,5.2997937,0.28081724,1.1593355799102449e-07,2.6379283271043737e-06
G3BP2,5.2989197,0.2875567,1.1648972924952111e-07,2.6461210719929097e-06
NUDT21,5.2946844,0.46650037,1.1922202035180463e-07,2.7036348245494114e-06
MOB4,5.292714,0.3181375,1.2051413258953402e-07,2.7283509916620513e-06
RNPS1,5.2877717,0.27256048,1.2381543925434515e-07,2.798394843984722e-06
EIF3F,5.281883,0.2967073,1.278629651719587e-07,2.8850417877345126e-06
COPB2,5.2737393,0.46781355,1.3367171783658976e-07,3.0110726022856523e-06
LGALS1,5.271019,0.2849342,1.3566844773503002e-07,3.0509572754812666e-06
KRT86,5.270042,0.6849599,1.3639260085381652e-07,3.062138707688097e-06
SNX17,5.266066,0.3318321,1.3937821229376423e-07,3.12011618834502e-06
RABIF,5.265988,0.5035795,1.3943749066716424e-07,3.12011618834502e-06
IVNS1ABP,5.260899,0.2724556,1.4335253022239876e-07,3.2024100832629574e-06
HLA-DPA1,5.2592444,0.26815593,1.4464855438717565e-07,3.2260213956134894e-06
IRF7,5.258919,0.47881117,1.4490493572097045e-07,3.2264064318202217e-06
PRR13,5.2580314,0.28108877,1.4560554504253374e-07,3.2366649411184644e-06
TGOLN2,5.2572136,0.29826313,1.4625435738266805e-07,3.2457402042176644e-06
ZNF410,5.255071,0.86402065,1.4796741506006733e-07,3.2783650761994887e-06
CTSD,5.246042,0.30191138,1.5540165795908887e-07,3.4374337226917803e-06
NRBP1,5.2453637,0.32856175,1.559741507585894e-07,3.444450435655723e-06
UBE2D2,5.244758,0.28474504,1.564873854198601e-07,3.4501377311604123e-06
TIAL1,5.2376595,0.33174762,1.6262566107751053e-07,3.567980560843658e-06
EIF4E2,5.2365174,0.42191577,1.6363473538151975e-07,3.5842913709461785e-06
TADA3,5.236124,0.34925854,1.6398377787030749e-07,3.5861152590017163e-06
NACA,5.231821,0.260942,1.6784831701350983e-07,3.6646882547949643e-06
GBP5,5.231086,0.3547548,1.6851747993749047e-07,3.6733543728538913e-06
FBXO34,5.228952,0.42676678,1.704738940328225e-07,3.7100068583627e-06
ZNF706,5.225954,0.30212104,1.7325919026029193e-07,3.7645511339486617e-06
SUMO1,5.2256346,0.2688025,1.7355892757748602e-07,3.7650009803907055e-06
RAB11A,5.224143,0.32641584,1.7496341431564502e-07,3.7892429120838735e-06
RNF187,5.2238526,0.3813927,1.7523809213224168e-07,3.7892429120838735e-06
COPB1,5.223159,0.31819913,1.7589650012525732e-07,3.7973943619041548e-06
SDHD,5.221709,0.34277776,1.7727975398339256e-07,3.821143323479099e-06
DIAPH1,5.2151523,0.28429794,1.8366628032460244e-07,3.952486635438374e-06
SERINC1,5.213875,0.31833702,1.849364907802067e-07,3.973484188053072e-06
ISG20,5.211766,0.28130612,1.8705159369756179e-07,4.012539195168841e-06
M6PR,5.205283,0.29126906,1.9370102804815387e-07,4.148584081672603e-06
ZC3H15,5.201017,0.2765593,1.9820109486458001e-07,4.2325374545961226e-06
SS18L2,5.2009726,0.31798354,1.982482525238827e-07,4.2325374545961226e-06
LAT,5.1989775,0.3118083,2.0038796162582193e-07,4.271460926093547e-06
STOM,5.1976557,0.2826931,2.0181775255525944e-07,4.2951528946815706e-06
FAM32A,5.1738114,0.34793136,2.293661850178196e-07,4.873760526685732e-06
CCNH,5.167414,0.27040124,2.3735467630621156e-07,5.03557648962219e-06
AP2S1,5.16481,0.28166437,2.406827855848876e-07,5.09105916191529e-06
BCAS2,5.1647778,0.28085616,2.4072450495086006e-07,5.09105916191529e-06
LAIR1,5.16238,0.38773242,2.4382928114844815e-07,5.148651784876386e-06
BCL3,5.1596217,0.6026892,2.474494565316818e-07,5.2169304952843474e-06
ATG5,5.157538,0.4442711,2.5021829310666466e-07,5.267075552087716e-06
TRIM22,5.156226,0.30096608,2.5197637631670254e-07,5.29582125489294e-06
ELF1,5.151553,0.27773634,2.583378032872248e-07,5.421076173801748e-06
TM2D3,5.144481,0.37127846,2.682611719929723e-07,5.620571418790645e-06
SSNA1,5.137972,0.2989315,2.7771928333065685e-07,5.809715178264423e-06
PSMB2,5.137212,0.29772517,2.788449775111152e-07,5.82423418197752e-06
PNP,5.133355,0.5243338,2.84622353495496e-07,5.935717798631727e-06
HDAC1,5.132266,0.3316419,2.862746145341371e-07,5.9609619967733216e-06
RELA,5.128349,0.4677792,2.9229430194311265e-07,6.0697647823840975e-06
VTI1B,5.128281,0.39739272,2.9239954854737e-07,6.0697647823840975e-06
OLA1,5.125132,0.41164047,2.973294838538851e-07,6.16262169837246e-06
GDI2,5.119327,0.28155383,3.066276480977799e-07,6.325320370730393e-06
NR1H2,5.119286,0.3664523,3.0669473757928677e-07,6.325320370730393e-06
VDAC1,5.1191,0.2885961,3.069968156805479e-07,6.325320370730393e-06
ARHGEF1,5.119065,0.26150534,3.070543869286599e-07,6.325320370730393e-06
TBCB,5.1177063,0.25997794,3.0927399206267784e-07,6.361332278813585e-06
MVD,5.1159673,0.33659944,3.121373106994658e-07,6.410454692949607e-06
DERL2,5.1155972,0.38500854,3.1274966526111156e-07,6.413269351623371e-06
TMEM230,5.113263,0.27181864,3.166409270134513e-07,6.4832109684256425e-06
XBP1,5.111704,0.2747126,3.1926600805729775e-07,6.527054919268361e-06
FBL,5.1113014,0.28850687,3.199467711149169e-07,6.531076827009945e-06
SARNP,5.1091676,0.5834052,3.235810526746537e-07,6.595285715617979e-06
TOP1,5.1080728,0.32097545,3.254613202092856e-07,6.623604213550363e-06
CDKN1A,5.106851,0.5283268,3.275716730164999e-07,6.6565129277283625e-06
NONO,5.105037,0.28847834,3.307297722284707e-07,6.710581679216173e-06
PRDX3,5.098509,0.5286084,3.42339848312818e-07,6.93572308301029e-06
EIF5A,5.0965414,0.27360177,3.4591506986268217e-07,6.997649231869821e-06
CMC2,5.0957146,0.33904254,3.474281972247653e-07,7.017737522685266e-06
AKR1C3,5.094639,0.27857572,3.494067189796614e-07,7.04715225589323e-06
GPAA1,5.086062,0.37272897,3.655744139826008e-07,7.362232190846616e-06
MRPL41,5.084998,0.3303234,3.6762974157008444e-07,7.392590317444336e-06
MAX,5.07797,0.32448316,3.814885296445668e-07,7.650583295086319e-06
SNX5,5.07773,0.41458878,3.819710108204212e-07,7.650583295086319e-06
PEF1,5.077636,0.45845523,3.821606122350981e-07,7.650583295086319e-06
SEC11C,5.0767426,0.3167607,3.8396040784451996e-07,7.675226345253494e-06
PRPF40A,5.072597,0.2859143,3.9242256627555814e-07,7.832777643130334e-06
HM13,5.069544,0.35196054,3.987704303213453e-07,7.9395665711986e-06
EDF1,5.0694585,0.29914758,3.989495394110021e-07,7.9395665711986e-06
LSM2,5.0636463,0.33205986,4.113127704387135e-07,8.173554067053847e-06
PSMB1,5.0605693,0.26745325,4.180068390680805e-07,8.294362175802367e-06
TIMM17A,5.058366,0.42078906,4.2286421081748207e-07,8.378424077181036e-06
RBM8A,5.0574994,0.2747343,4.2478955156916537e-07,8.404230820121332e-06
ABLIM1,5.056692,0.43173528,4.2659152886024946e-07,8.427524888596406e-06
RAB8B,5.0558105,0.26335242,4.2856633465168774e-07,8.454160165870208e-06
DRAP1,5.05117,0.26557037,4.391118091439708e-07,8.64954108143007e-06
MLEC,5.047576,0.40193933,4.474511988402819e-07,8.80096067923021e-06
SP140,5.046335,0.39185217,4.503654684357324e-07,8.845387577297434e-06
PIK3R1,5.0452075,0.25516334,4.530290991371028e-07,8.884769817815303e-06
PTBP1,5.0412006,0.3097065,4.6261984456161266e-07,9.059694575718199e-06
MRPS15,5.0402884,0.42675495,4.648304577222137e-07,9.089793284124391e-06
COX14,5.0377936,0.30923757,4.709287773608386e-07,9.195719237235593e-06
S1PR5,5.0356464,0.26673624,4.7623872558531895e-07,9.285966942662875e-06
PTP4A2,5.0347743,0.26150206,4.784126916046273e-07,9.31489530710135e-06
GPSM3,5.0338826,0.2691444,4.806442844857833e-07,9.344860706868407e-06
EMC10,5.0313287,0.3409324,4.870923069907777e-07,9.445117731354574e-06
YWHAE,5.031286,0.28622237,4.872009146240853e-07,9.445117731354574e-06
TOR1AIP1,5.0279083,0.44913894,4.958589274987216e-07,9.599174331047706e-06
MZT2B,5.0270004,0.28632084,4.982110452195493e-07,9.630788826466206e-06
TINF2,5.0267277,0.3519836,4.989195427036151e-07,9.630788826466206e-06
VOPP1,5.0256124,0.37666538,5.018287735413574e-07,9.673108059133622e-06
DLST,5.024812,0.60631895,5.039256486825162e-07,9.685590803738227e-06
PHB,5.0246987,0.2897797,5.042236788013175e-07,9.685590803738227e-06
PIM3,5.024283,0.47342986,5.053166175974384e-07,9.685590803738227e-06
CLDND1,5.0242715,0.29507878,5.053476562537399e-07,9.685590803738227e-06
ABHD14B,5.0200963,0.4183516,5.164556056920519e-07,9.884447500145896e-06
LYPLA1,5.0192003,0.37042925,5.188700227197681e-07,9.916590958297212e-06
TMED4,5.018365,0.31677717,5.21131430900195e-07,9.945723333997639e-06
NR4A1,5.0151362,0.3617732,5.299596081848789e-07,1.0098362578536446e-05
MOB3A,5.0148945,0.35855713,5.306261815891456e-07,1.0098362578536446e-05
IMPDH2,5.0145273,0.6039341,5.316397808461689e-07,1.0103402201348391e-05
BECN1,5.013627,0.42312387,5.34134883476768e-07,1.0130065341110345e-05
ATP8A1,5.0134797,0.3790124,5.345443209716569e-07,1.0130065341110345e-05
PDCL3,5.0108814,0.35480398,5.418125960385136e-07,1.0253404429660119e-05
AP1M1,5.0045066,0.46060777,5.600533236185387e-07,1.0583752794936895e-05
KIF2A,5.0009637,0.3779571,5.70444319442004e-07,1.0765042240882463e-05
ANP32B,5.0003977,0.27755836,5.72121234144064e-07,1.077801669397068e-05
VPS28,5.000193,0.25971684,5.727294129976267e-07,1.077801669397068e-05
RPP21,4.999262,0.6208633,5.755025259837928e-07,1.0815119196517152e-05
CCPG1,4.9986014,0.40275338,5.774761121606938e-07,1.0837114299560837e-05
PLEKHB2,4.9968066,0.38593838,5.828748383510537e-07,1.0923236380376065e-05
SNRPC,4.9948144,0.31456643,5.889244903581436e-07,1.1021301176702403e-05
PPP3CC,4.9932756,0.31696877,5.936373363290521e-07,1.1094111605384903e-05
RASGRP2,4.992938,0.31614617,5.946759438248484e-07,1.109815008302722e-05
CSNK1D,4.991982,0.26369017,5.976289462066022e-07,1.1137855485035474e-05
MZT2A,4.9896607,0.32728982,6.048542160585831e-07,1.124356319203354e-05
CLPTM1,4.989459,0.5193279,6.054866652116765e-07,1.124356319203354e-05
CRELD2,4.9893584,0.4106083,6.058008182471195e-07,1.124356319203354e-05
UHMK1,4.988669,0.2851972,6.079671958558874e-07,1.1268271117697099e-05
SPCS3,4.978732,0.27790344,6.400217735773115e-07,1.1846109452508456e-05
ARL2BP,4.9768486,0.37095365,6.462779785353175e-07,1.1945518855311012e-05
ITGA4,4.968185,0.26480347,6.758246564873604e-07,1.2459598986427536e-05
BCCIP,4.9681525,0.48586953,6.759376312210003e-07,1.2459598986427536e-05
NGDN,4.967031,0.38199928,6.798567515900294e-07,1.2514743723334607e-05
CARD11,4.9615965,0.40960264,6.991620687202584e-07,1.285258009978535e-05
NAA10,4.9594283,0.33646753,7.070086500885271e-07,1.2979139749176187e-05
KHDRBS1,4.9471025,0.27734223,7.532621892178889e-07,1.3809465650974149e-05
AP2M1,4.944397,0.25873217,7.637987129815359e-07,1.398363098271352e-05
MAZ,4.942723,0.33019912,7.703889902683329e-07,1.4084633206064369e-05
CD74,4.9424667,0.27330753,7.714032416276268e-07,1.4084633206064369e-05
POLR2K,4.942141,0.25217065,7.726933119109239e-07,1.408912278055959e-05
TAF15,4.9406466,0.31847024,7.786391487561261e-07,1.4178377913854804e-05
PSAP,4.929118,0.26239133,8.260161920303245e-07,1.5020803880141737e-05
TM9SF2,4.927646,0.38024595,8.322625542747187e-07,1.5114022402192165e-05
PNRC2,4.9230585,0.26200673,8.520200439230689e-07,1.545202480195426e-05
MAP2K2,4.9226665,0.34252924,8.537290746320679e-07,1.54622367839067e-05
BUB3,4.92232,0.2566756,8.552416787829211e-07,1.5468868594930232e-05
SNX6,4.919943,0.27887025,8.656938063656532e-07,1.5636956531849744e-05
PSMA1,4.9172244,0.25531855,8.778001108991156e-07,1.583443435342482e-05
FIS1,4.9152317,0.26176414,8.867748373387823e-07,1.5974970467573015e-05
S1PR1,4.9115534,0.54623806,9.035762213717865e-07,1.6255938606626022e-05
DNAJC1,4.90864,0.25961953,9.171011680304373e-07,1.6477291691391064e-05
SH3BP1,4.9071074,0.4063189,9.242939853554318e-07,1.6584439819681972e-05
DYNLRB1,4.9056325,0.26459497,9.312683501698738e-07,1.668738890948487e-05
SIVA1,4.905268,0.31250545,9.32997075210741e-07,1.6696193018326963e-05
PDCD2,4.8995237,0.34459025,9.606912939033315e-07,1.7169016726672386e-05
SUMO3,4.8981934,0.3073255,9.672188559315693e-07,1.725448917174229e-05
