names,scores,logfoldchanges,pvals,pvals_adj
PSMC5,4.7152576,12.402849,2.4140513056915314e-06,0.0004079838740209809
CAPZB,4.712272,27.384577,2.449698122445625e-06,0.0004079838740209809
MTPN,4.6990423,12.155267,2.613845036869689e-06,0.0004272749506427956
UQCR11,4.6987143,35.28639,2.6180469005685874e-06,0.0004272749506427956
ATP5PF,4.6914697,11.935266,2.712494923903172e-06,0.00043563195719542017
POLR3GL,4.6910033,10.946054,2.718683495489403e-06,0.00043563195719542017
SARS,4.6774664,12.332857,2.9044112655059114e-06,0.00046119957626853325
RHOA,4.672698,36.986324,2.9726857205080307e-06,0.00046782641526495135
RAN,4.6690636,18.58083,3.0257573113566565e-06,0.00047196458734488877
INPP5D,4.661426,11.887517,3.1402597059920557e-06,0.0004839796901808303
LMAN2,4.660286,13.723685,3.1577025060022402e-06,0.0004839796901808303
TRBC1,4.65578,45.178947,3.2275668164894094e-06,0.0004904232129951925
GDI2,4.6301436,11.286313,3.6541176280299543e-06,0.0005458260789123388
REEP5,4.615284,8.949828,3.9255836103942665e-06,0.0005756957987633749
C1orf21,4.6148715,14.711599,3.933388962119442e-06,0.0005756957987633749
SDF2L1,4.612177,12.557766,3.984732069053202e-06,0.0005756957987633749
APBB1IP,4.5879593,10.204525,4.4760037687511184e-06,0.0006414149790894896
MTDH,4.582556,15.100677,4.5932736177119185e-06,0.0006529116192402442
RHOC,4.5696344,24.122356,4.885759278003231e-06,0.0006791156116888445
TRIM22,4.569315,13.445423,4.893207913564238e-06,0.0006791156116888445
ARF1,4.566976,18.962437,4.948102249549035e-06,0.000681369142582432
DOK2,4.560599,20.838709,5.100789087383805e-06,0.0006885701744689423
ATP5MC3,4.5595803,22.296026,5.125590944082531e-06,0.0006885701744689423
EIF5,4.559094,10.075195,5.137475709697141e-06,0.0006885701744689423
HMGN1,4.558311,15.842064,5.156658517525269e-06,0.0006885701744689423
CWC15,4.5522695,11.86112,5.307035701169807e-06,0.0007033218892392408
APRT,4.5491614,18.469587,5.3860068454909995e-06,0.000708460870586749
GIMAP5,4.5360765,13.240271,5.7310355490803774e-06,0.0007482609821340055
FGR,4.5281305,18.653738,5.9507872414744516e-06,0.0007656100431987495
RSBN1L,4.52222,9.697609,6.119432002933174e-06,0.0007763857156823014
ANAPC11,4.5221095,13.520962,6.122637835007369e-06,0.0007763857156823014
FKBP8,4.512017,11.1383095,6.421406223337371e-06,0.000808455043518175
IMP3,4.5019197,9.358057,6.7342336407423955e-06,0.0008418269656150742
ECH1,4.4914746,12.372045,7.07316983100072e-06,0.0008779696580367513
ATP5PD,4.4846473,8.18465,7.3034655408466395e-06,0.0009002159693913487
BRK1,4.4767237,15.790159,7.579720509815419e-06,0.000921341926169676
ZNHIT1,4.4752645,10.414767,7.631676002540151e-06,0.000921341926169676
PDIA6,4.4682813,11.099403,7.885053852055202e-06,0.0009454555047369048
RNASEH2C,4.466465,10.291672,7.952265988758028e-06,0.0009470718940395204
NHP2,4.464027,11.113164,8.043351252107933e-06,0.0009514906655681505
ANXA6,4.4589205,23.907438,8.23733976781695e-06,0.0009613558297738614
